CREATE TABLE `leads` (
  `Lead` varchar(4) DEFAULT NULL,
  `Qualifying Opportunity` varchar(22) DEFAULT NULL,
  `Last Name` varchar(13) DEFAULT NULL,
  `Company Name` varchar(35) DEFAULT NULL,
  `Created On` varchar(14) DEFAULT NULL,
  `Email Address` varchar(35) DEFAULT NULL,
  `Industry` varchar(19) DEFAULT NULL,
  `Website` varchar(29) DEFAULT NULL,
  `Owning User` varchar(11) DEFAULT NULL,
  `Lead Source` varchar(17) DEFAULT NULL,
  `Status Reason` varchar(20) DEFAULT NULL,
  `Mobile` varchar(12) DEFAULT NULL
) 


INSERT INTO `leads` (`Lead`, `Qualifying Opportunity`, `Last Name`, `Company Name`, `Created On`, `Email Address`, `Industry`, `Website`, `Owning User`, `Lead Source`, `Status Reason`, `Mobile`) VALUES
('3242', '25506', 'Hintz', 'Edge Yard Service', '8/12/20 00:10', 'GaryAHintz@teleworm.us', 'Service Provider', 'AnonymousLoan.com', '1004', 'Sales Mail Alias', 'Contacted', '810-650-8543'),
('3245', '25509', 'Pittman', 'Solid Future', '8/12/20 00:10', 'SamDPittman@gustr.com', 'Education', 'BashBlog.com', '1005', 'Online Store', 'Contacted', '856-573-6718'),
('3249', '25513', 'Herndon', 'Boston Sea Party', '8/12/20 00:10', 'CodyMHerndon@superrito.com', 'Consulting', 'OregonTravelAgents.com', '1009', 'Web Research', 'Contact in Future', '803-462-7711'),
('3252', '25516', 'Magee', 'Spaceage Stereo', '8/12/20 00:10', 'ChrisRMagee@jourrapide.com', 'Education', 'CardCollectible.com', '1009', 'Advertisement', 'Not Contacted', '207-366-0570'),
('1975', '24239', 'Brown', 'Golden Joy', '8/12/20 00:10', 'SusanMBrown@cuvox.de', 'Pharma', 'PopJudge.com', '1005', 'Partner', 'Contact in Future', '815-288-2880'),
('1977', '24241', 'Sheehan', 'Sammy\'s Record Shack', '8/12/20 00:10', 'MargaretMSheehan@rhyta.com', 'Technology', 'HandDroid.com', '1007', 'Online Store', 'Contacted', '714-269-2780'),
('1980', '24244', 'Witt', 'Master Builder Design Services', '8/12/20 00:10', 'JohnDWitt@teleworm.us', 'Service Provider', 'WirelessTiger.com', '1009', 'Advertisement', 'Contacted', '212-365-4285'),
('1984', '24248', 'Hunter', 'Funtown toys', '8/12/20 00:10', 'JackieRHunter@fleckens.hu', 'Consulting', 'WickerHandbags.com', '1006', 'Employee Referral', 'Contact in Future', '305-984-3157'),
('1987', '', 'Smith', 'Personal & Corporate Design', '8/12/20 00:10', 'AdelineRSmith@fleckens.hu', 'Pharma', 'IndividualGifts.com', '1003', 'External Referral', 'Not Contacted', '262-930-1816'),
('4507', '26771', 'Nelson', 'Fresh Start', '8/12/20 00:10', 'KarlJNelson@jourrapide.com', 'IT Services', 'YummyBreads.com', '1004', 'Employee Referral', 'Contacted', '845-327-3884'),
('4505', '26769', 'Bailey', 'Penn Fruit', '8/12/20 00:10', 'KatieJBailey@cuvox.de', 'Financial Services', 'LDForum.com', '1008', 'Partner', 'Contact in Future', '270-828-2503'),
('1998', '24262', 'Farley', 'Liberal', '6/12/20 00:10', 'JimmiePFarley@superrito.com', 'Service Provider', 'DoggyCollar.com', '1002', 'External Referral', 'Contact in Future', '928-627-4271'),
('4519', '', 'Masters', 'Chief Auto Parts', '6/12/20 00:10', 'BillyAMasters@rhyta.com', 'Financial Services', 'MyJockey.com', '1011', 'Online Store', 'Contact in Future', '802-485-8899'),
('4522', '26786', 'Martinez', 'Handy Andy', '6/12/20 00:10', 'WalterCMartinez@superrito.com', 'IT Services', 'SuitTrends.com', '1006', 'External Referral', 'Pre Qualified', '208-403-0416'),
('4528', '26792', 'Keough', 'Sky High Financial Advice', '6/12/20 00:10', 'PatriciaRKeough@gustr.com', 'Technology', 'EconomyDirect.com', '1008', 'Employee Referral', 'Contact in Future', '713-427-3359'),
('4532', '', 'Silvia', 'Pro Garden Management', '6/12/20 00:10', 'RosemarieTSilvia@jourrapide.com', 'Service Provider', 'BulkEnvelope.com', '1001', 'Online Store', 'Contacted', '978-444-2193'),
('4533', '26797', 'Wood', 'Record Bar', '6/12/20 00:10', 'RandalKWood@teleworm.us', 'Financial Services', 'VoiceZap.com', '1004', 'Sales Mail Alias', 'Not Contacted', '270-932-0100'),
('3254', '25518', 'Hayner', 'First Rate Choice', '6/12/20 00:10', 'BillyNHayner@einrot.com', 'Pharma', 'RockWireless.com', '1007', 'Trade Show', 'Contact in Future', '252-222-7377'),
('4536', '', 'Zak', 'National Record Mart', '6/12/20 00:10', 'DonnaAZak@rhyta.com', 'Pharma', 'AtlanticTrips.com', '1007', 'Advertisement', 'Contacted', '614-414-2434'),
('3257', '', 'Boatright', 'Locost Accessories', '6/12/20 00:10', 'WilliamJBoatright@jourrapide.com', 'Education', 'SnackAuthority.com', '1008', 'External Referral', 'Pre Qualified', '205-562-8233'),
('4538', '', 'Thomas', 'MagnaSolution', '6/12/20 00:10', 'GinaRThomas@jourrapide.com', 'Government/Military', 'ProgramLocal.com', '1005', 'Sales Mail Alias', 'Attempted to Contact', '906-923-8595'),
('3263', '25527', 'O\'Connor', 'Bombay Company', '6/12/20 00:10', 'MarcusMOConnor@einrot.com', 'Manufacturing', 'NewsReform.com', '1009', 'Web Research', 'Contact in Future', '315-219-2564'),
('3267', '25531', 'Clinard', 'Big Bear Stores', '6/12/20 00:10', 'JasonDClinard@fleckens.hu', 'Pharma', 'OptionsAvailable.com', '1009', 'Partner', 'Contacted', '218-294-9124'),
('3268', '25532', 'Johnson', 'Castro Convertibles', '6/12/20 00:10', 'HaroldMJohnson@cuvox.de', 'Manufacturing', 'NameSummit.com', '1009', 'Web Research', 'Not Contacted', '978-618-7520'),
('1989', '24253', 'Coley', 'Chase Pitkin', '6/12/20 00:10', 'MaxMColey@armyspy.com', 'Education', 'MiracleSpeed.com', '1010', 'Advertisement', 'Contact in Future', '831-732-4507'),
('3271', '', 'Kinney', 'Gov Mart', '6/12/20 00:10', 'StaceyMKinney@superrito.com', 'IT Services', 'LCDOffers.com', '1010', 'Partner', 'Contacted', '318-219-2054'),
('1992', '24256', 'Suits', 'Pearl Architectural Design', '6/12/20 00:10', 'DorisPSuits@armyspy.com', 'Government/Military', 'CurrencyLab.com', '1001', 'Online Store', 'Pre Qualified', '806-680-2362'),
('3273', '25537', 'Gore', 'Trak Auto', '6/12/20 00:10', 'RonaldMGore@gustr.com', 'Consulting', 'SpeedMessaging.com', '1001', 'Online Store', 'Attempted to Contact', '501-730-7434'),
('2002', '', 'Craig', 'The Flying Hippo', '6/12/20 00:10', 'TimothyGCraig@gustr.com', 'Technology', 'GolfBeauty.com', '1003', 'Advertisement', 'Contacted', '813-484-3172'),
('2003', '24267', 'Butterfield', 'Gantos', '6/12/20 00:10', 'SamuelBButterfield@rhyta.com', 'Technology', 'CabCrawler.com', '1005', 'Online Store', 'Not Contacted', '443-263-7788'),
('2006', '24270', 'Bennett', 'Circuit City', '6/12/20 00:10', 'ErikMBennett@superrito.com', 'Education', 'BreadSandwich.com', '1005', 'Trade Show', 'Contacted', '701-770-8832'),
('2008', '24272', 'Menzel', 'Ideal Garden Management', '6/12/20 00:10', 'CarolineZMenzel@cuvox.de', 'Consulting', 'SearchCleaner.com', '1007', 'Partner', 'Attempted to Contact', '920-533-4801'),
('3282', '25546', 'Weathers', 'K&G Distributors', '21/11/20 00:09', 'ArmandoJWeathers@gustr.com', 'Pharma', 'BizBates.com', '1011', 'Trade Show', 'Attempted to Contact', '903-475-1690'),
('2017', '24281', 'Lewis', 'Linens \'n Things', '21/11/20 00:09', 'AntoniaALewis@einrot.com', 'Communications', 'RefZilla.com', '1010', 'Advertisement', 'Attempted to Contact', '352-489-7472'),
('4547', '26811', 'Plunkett', 'Wholesale Club Inc.', '21/11/20 00:09', 'KathyJPlunkett@fleckens.hu', 'Consulting', 'AwesomeWeekend.com', '1010', 'Partner', 'Attempted to Contact', '321-638-5552'),
('3291', '25555', 'Sheppard', 'Laughner\'s Cafeteria', '20/11/20 00:09', 'JeremySSheppard@fleckens.hu', 'Government/Military', 'LenderPicks.com', '1004', 'Trade Show', 'Attempted to Contact', '206-218-9194'),
('2026', '24290', 'Newton', 'Martin\'s', '20/11/20 00:09', 'MaryCNewton@gustr.com', 'Manufacturing', 'PurplePic.com', '1010', 'Trade Show', 'Attempted to Contact', '770-321-6526'),
('4556', '26820', 'Williams', 'China Coast', '20/11/20 00:09', 'JamesJWilliams@fleckens.hu', 'Technology', 'LeaseGuru.com', '1011', 'Sales Mail Alias', 'Attempted to Contact', '502-828-3925'),
('3297', '25561', 'Mock', 'Multi-Systems Merchant Services', '19/11/20 00:09', 'SueBMock@fleckens.hu', 'Service Provider', 'DevelopmentTemplates.com', '1009', 'Public Relations', 'Contact in Future', '903-883-8417'),
('2032', '24296', 'Ashley', 'Monmax', '19/11/20 00:09', 'EvelynPAshley@rhyta.com', 'Communications', 'FlashOptics.com', '1004', 'Sales Mail Alias', 'Contact in Future', '727-578-6976'),
('4562', '', 'Smith', 'Royal Gas', '19/11/20 00:09', 'JefferyCSmith@teleworm.us', 'Consulting', 'AirplaneReviews.com', '1010', 'External Referral', 'Contact in Future', '217-664-7641');
INSERT INTO `leads` (`Lead`, `Qualifying Opportunity`, `Last Name`, `Company Name`, `Created On`, `Email Address`, `Industry`, `Website`, `Owning User`, `Lead Source`, `Status Reason`, `Mobile`) VALUES
('2037', '24301', 'Blewett', 'Big D Supermarkets', '10/11/20 00:09', 'CindyKBlewett@teleworm.us', 'Technology', 'CookieSearch.com', '1009', 'Online Store', 'Contact in Future', '318-533-0244'),
('4567', '26831', 'Mendoza', 'Titania', '10/11/20 00:09', 'MichaelEMendoza@teleworm.us', 'Pharma', 'YummyBreads.com', '1003', 'Advertisement', 'Contact in Future', '707-885-0766'),
('3302', '', 'Dixon', 'Kinney Shoes', '10/11/20 00:09', 'HaleyWDixon@jourrapide.com', 'Pharma', 'PharmaTag.com', '1003', 'Sales Mail Alias', 'Contact in Future', '719-275-9740'),
('3332', '25596', 'Richardson', 'Country Club Markets', '7/11/20 00:09', 'KristenMRichardson@teleworm.us', 'Technology', 'StarterLinks.com', '1010', 'Partner', 'Not Contacted', '704-563-0638'),
('3330', '25594', 'Morgan', 'Newmark & Lewis', '7/11/20 00:09', 'JuanLMorgan@superrito.com', 'Education', 'GolfRocket.com', '1001', 'External Referral', 'Lost Lead', '562-537-3440'),
('3329', '25593', 'Vannorman', 'AdventureSports!', '7/11/20 00:09', 'MelindaRVannorman@cuvox.de', 'IT Services', 'MemphisTrophies.com', '1001', 'Partner', 'Contact in Future', '231-873-2154'),
('4604', '26868', 'Bonnell', 'Jack Lang', '7/11/20 00:09', 'JohnMBonnell@einrot.com', 'Education', 'SpecialSeats.com', '1011', 'Partner', 'Lost Lead', '405-872-6236'),
('4601', '26865', 'Graham', 'National Record Mart', '7/11/20 00:09', 'BrianCGraham@dayrep.com', 'Manufacturing', 'MarinesDirectory.com', '1008', 'Advertisement', 'Attempted to Contact', '602-272-3833'),
('4599', '26863', 'Roudebush', 'Great American Music', '7/11/20 00:09', 'KarenJRoudebush@einrot.com', 'Communications', 'GrandRapidsWifi.com', '1007', 'Sales Mail Alias', 'Contact in Future', '510-347-0325'),
('4597', '26861', 'Dickenson', 'Camelot Music', '7/11/20 00:09', 'JohnSDickenson@gustr.com', 'IT Services', 'PrivilegeRewards.com', '1003', 'Advertisement', 'Not Contacted', '206-540-8510'),
('4595', '26859', 'Stevenson', 'A+ Investments', '7/11/20 00:09', 'DanielMStevenson@rhyta.com', 'Financial Services', 'AffiliateLoyalty.com', '1006', 'Employee Referral', 'Lost Lead', '828-472-7545'),
('4594', '', 'Butler', 'Maxiserve', '7/11/20 00:09', 'JasonSButler@jourrapide.com', 'Consulting', 'AutomobileRugs.com', '1011', 'Employee Referral', 'Contact in Future', '714-655-3208'),
('2074', '24338', 'Glasgow', 'Play Town', '7/11/20 00:09', 'VirginiaKGlasgow@dayrep.com', 'Education', 'RingtoneRentals.com', '1009', 'Online Store', 'Lost Lead', '928-755-7541'),
('2071', '24335', 'Butler', 'Little Tavern', '7/11/20 00:09', 'GaylaJButler@teleworm.us', 'Communications', 'EmploymentDigger.com', '1009', 'External Referral', 'Attempted to Contact', '559-506-7252'),
('2069', '24333', 'Stock', 'Plunkett Home Furnishings', '7/11/20 00:09', 'CynthiaJStock@gustr.com', 'Consulting', 'SolarFever.com', '1004', 'Public Relations', 'Contact in Future', '717-394-7041'),
('2067', '24331', 'Williams', 'Realty Depot', '7/11/20 00:09', 'PaulLWilliams@cuvox.de', 'IT Services', 'SearchHappens.com', '1005', 'Advertisement', 'Not Contacted', '423-255-7448'),
('2065', '24329', 'Ulmer', 'Thompson', '7/11/20 00:09', 'ToniCUlmer@jourrapide.com', 'Communications', 'TVFolio.com', '1004', 'External Referral', 'Lost Lead', '409-350-2676'),
('2064', '24328', 'Barrera', 'Simply Save', '7/11/20 00:09', 'EllenLBarrera@gustr.com', 'Manufacturing', 'CaptureInfo.com', '1003', 'Trade Show', 'Contact in Future', '212-686-4631'),
('3339', '25603', 'Taylor', 'First Choice Yard Help', '7/11/20 00:09', 'ShirleySTaylor@dayrep.com', 'Government/Military', 'BaseBonus.com', '1001', 'Partner', 'Lost Lead', '508-817-3512'),
('3336', '', 'Mayberry', 'Bombay Company', '7/11/20 00:09', 'FlorenceRMayberry@cuvox.de', 'Communications', 'WikiUsers.com', '1006', 'Web Research', 'Attempted to Contact', '832-365-0116'),
('3334', '25598', 'McGhee', 'Wild Oats Markets', '7/11/20 00:09', 'CharlieMMcGhee@dayrep.com', 'Financial Services', 'FourteenClubs.com', '1009', 'Advertisement', 'Contact in Future', '540-295-7243'),
('2142', '24406', 'Petree', 'Golf Augusta Pro Shops', '5/11/20 00:09', 'JeremyLPetree@fleckens.hu', 'Service Provider', 'OnlyBeverages.com', '1001', 'Advertisement', 'Junk Lead', '423-968-6583'),
('4607', '26871', 'Rasmussen', 'Alpha Beta', '5/11/20 00:09', 'CurtisSRasmussen@dayrep.com', 'Service Provider', 'NobleDuty.com', '1006', 'Cold Call', 'Pre Qualified', '561-629-2111'),
('4613', '26877', 'Rosales', 'Grand Union', '5/11/20 00:09', 'DorothyJRosales@superrito.com', 'Technology', 'CelebTies.com', '1009', 'Public Relations', 'Lost Lead', '402-905-6626'),
('4618', '26882', 'Winter', 'Pergament Home Centers', '5/11/20 00:09', 'DonaldRWinter@teleworm.us', 'Consulting', 'BondShow.com', '1009', 'External Referral', 'Contacted', '318-489-1452'),
('3342', '25606', 'Waite', 'Dream Home Real Estate Service', '5/11/20 00:09', 'AliceDWaite@gustr.com', 'Service Provider', 'ClickAddiction.com', '1005', 'Sales Mail Alias', 'Pre Qualified', '212-293-9242'),
('4625', '26889', 'Myers', 'Integra Design', '5/11/20 00:09', 'MartinLMyers@teleworm.us', 'Government/Military', 'GovernmentAlert.com', '1001', 'Employee Referral', 'Pre Qualified', '310-990-2136'),
('3348', '25612', 'Steen', 'National Lumber', '5/11/20 00:09', 'JamesCSteen@fleckens.hu', 'IT Services', 'GolfRocket.com', '1008', 'Web Research', 'Lost Lead', '239-658-1160'),
('3353', '25617', 'Brooks', 'Target Realty', '5/11/20 00:09', 'LisaJBrooks@dayrep.com', 'Financial Services', 'NetworkMinute.com', '1005', 'Trade Show', 'Contacted', '818-873-6456'),
('2077', '24341', 'Oneil', 'Crafts Canada', '5/11/20 00:09', 'JamesMOneil@cuvox.de', 'Education', 'ListRules.com', '1009', 'Public Relations', 'Pre Qualified', '312-333-6322'),
('3360', '25624', 'Key', 'Star Assistance', '5/11/20 00:09', 'DorothyHKey@einrot.com', 'Manufacturing', 'CommerceShows.com', '1006', 'Cold Call', 'Pre Qualified', '314-863-9818'),
('2083', '24347', 'Jackson', 'Young @ Heart', '5/11/20 00:09', 'StanleyMJackson@einrot.com', 'Manufacturing', 'ArmySpy.com', '1011', 'Cold Call', 'Lost Lead', '562-299-0383'),
('2088', '24352', 'Wenger', 'K&G Distributors', '5/11/20 00:09', 'JuliaVWenger@armyspy.com', 'Pharma', 'ShopAutomobile.com', '1005', 'Web Research', 'Contacted', '818-265-4589'),
('2095', '24359', 'Mark', 'Future Plan', '5/11/20 00:09', 'JosephPMark@jourrapide.com', 'Pharma', 'CollarFlex.com', '1009', 'Public Relations', 'Pre Qualified', '406-694-5190'),
('4664', '26928', 'McDonald', 'A+ Investments', '5/11/20 00:09', 'SharonJMcDonald@rhyta.com', 'Service Provider', 'OpportunityNames.com', '1002', 'Advertisement', 'Attempted to Contact', '828-884-8289'),
('4666', '26930', 'Waits', 'Pioneer Chicken', '5/11/20 00:09', 'NestorCWaits@dayrep.com', 'Communications', 'ChoiceTips.com', '1010', 'Online Store', 'Contact in Future', '330-233-0893'),
('4667', '26931', 'Fagan', 'Tech Hifi', '5/11/20 00:09', 'RandyCFagan@jourrapide.com', 'Communications', 'LiquidOzone.com', '1002', 'Employee Referral', 'Lost Lead', '412-973-6764'),
('4668', '26932', 'Pearce', 'Star Merchant Services', '5/11/20 00:09', 'CraigLPearce@fleckens.hu', 'Pharma', 'SouthernRedneck.com', '1003', 'Sales Mail Alias', 'Contacted', '804-442-1150'),
('4669', '', 'Jones', 'Architectural Genie', '5/11/20 00:09', 'JoannNJones@teleworm.us', 'Technology', 'HumorKit.com', '1007', 'Sales Mail Alias', 'Not Contacted', '580-591-7796'),
('4670', '26934', 'Walter', 'Ideal Garden Maintenance', '5/11/20 00:09', 'HectorKWalter@fleckens.hu', 'Service Provider', 'PaymentJournal.com', '1009', 'Sales Mail Alias', 'Contact in Future', '972-887-7004'),
('4671', '26935', 'Chen', '10000 Auto Parts', '5/11/20 00:09', 'CandaceFChen@superrito.com', 'Technology', 'CyberLevel.com', '1011', 'Public Relations', 'Contacted', '503-535-2691'),
('4672', '26936', 'Anderson', 'Huffman and Boyle', '5/11/20 00:09', 'FrancesJAnderson@teleworm.us', 'Pharma', 'CablingSupply.com', '1004', 'Sales Mail Alias', 'Junk Lead', '937-336-7218'),
('4673', '26937', 'Elkins', 'Carrols Restaurant Group', '5/11/20 00:09', 'ThomasAElkins@gustr.com', 'IT Services', 'PDASpecialist.com', '1001', 'Web Research', 'Attempted to Contact', '832-229-1009'),
('4674', '26938', 'Evans', 'Thrift Auto Parts', '5/11/20 00:09', 'MattieVEvans@fleckens.hu', 'Service Provider', 'Gigarank.com', '1009', 'External Referral', 'Pre Qualified', '864-656-0508'),
('3399', '25663', 'Cammarata', 'S&W Cafeteria', '5/11/20 00:09', 'HowardGCammarata@rhyta.com', 'Consulting', 'JobBonds.com', '1001', 'Advertisement', 'Attempted to Contact', '408-929-0619'),
('3401', '25665', 'Bartlow', 'MVP Sports', '5/11/20 00:09', 'DianeOBartlow@einrot.com', 'Consulting', 'PDAMasters.com', '1005', 'Web Research', 'Contact in Future', '815-420-9209'),
('3402', '25666', 'Richardson', 'Creative Wealth', '5/11/20 00:09', 'MarkMRichardson@rhyta.com', 'Communications', 'BondOutlet.com', '1003', 'Public Relations', 'Lost Lead', '507-793-7518'),
('3403', '25667', 'Ramirez', 'Buehler Foods', '5/11/20 00:09', 'CherryJRamirez@gustr.com', 'Service Provider', 'JobHolidays.com', '1002', 'Web Research', 'Contacted', '864-575-9623'),
('3404', '25668', 'Montgomery', 'Dream Home Real Estate Service', '5/11/20 00:09', 'MarshallBMontgomery@fleckens.hu', 'Communications', 'NetworkMinute.com', '1002', 'Employee Referral', 'Not Contacted', '312-432-8676'),
('3405', '25669', 'Trejo', 'Singer Lumber', '5/11/20 00:09', 'MaryRTrejo@armyspy.com', 'Manufacturing', 'ReadyLines.com', '1010', 'Employee Referral', 'Contact in Future', '317-345-1374'),
('3406', '25670', 'Cordero', 'Vari-Tec', '5/11/20 00:09', 'MarcyJCordero@jourrapide.com', 'Service Provider', 'LacrosseFields.com', '1006', 'Online Store', 'Contacted', '610-422-5094'),
('3407', '25671', 'Cowan', 'Asian Junction', '5/11/20 00:09', 'CharlesACowan@armyspy.com', 'Communications', 'GenerationCredit.com', '1007', 'Trade Show', 'Junk Lead', '803-835-6124'),
('3408', '25672', 'Hartley', 'ManPower', '5/11/20 00:09', 'RachelDHartley@dayrep.com', 'Pharma', 'GreaterSaltLakeCity.com', '1006', 'Sales Mail Alias', 'Attempted to Contact', '314-289-5716'),
('3409', '25673', 'Carroll', 'Ideal Garden Management', '5/11/20 00:09', 'StephenMCarroll@armyspy.com', 'Technology', 'ScriptTube.com', '1001', 'Cold Call', 'Pre Qualified', '330-654-3949'),
('2134', '24398', 'Foote', 'Childrens Bargain Town', '5/11/20 00:09', 'KathiCFoote@armyspy.com', 'Pharma', 'ByeMedia.com', '1006', 'External Referral', 'Attempted to Contact', '513-868-3522'),
('2136', '24400', 'Brown', 'Afterthoughts', '5/11/20 00:09', 'GaryLBrown@rhyta.com', 'Education', 'EquityInsiders.com', '1005', 'Partner', 'Contact in Future', '205-914-8691'),
('2137', '', 'Gray', 'DGS HomeSource', '5/11/20 00:09', 'SarahMGray@rhyta.com', 'Consulting', 'DermatologySites.com', '1007', 'Cold Call', 'Lost Lead', '916-689-0345'),
('2138', '24402', 'Doyal', 'Profitpros', '5/11/20 00:09', 'JohnWDoyal@superrito.com', 'Consulting', 'FabulousTips.com', '1005', 'Online Store', 'Contacted', '813-617-7182'),
('2139', '24403', 'Hughes', 'New World Realty', '5/11/20 00:09', 'MarionEHughes@jourrapide.com', 'Service Provider', 'SetRules.com', '1009', 'Cold Call', 'Not Contacted', '412-350-7960'),
('2140', '24404', 'Molina', 'Simply Save', '5/11/20 00:09', 'LanceAMolina@superrito.com', 'Manufacturing', 'ProposalRequests.com', '1011', 'Sales Mail Alias', 'Contact in Future', '804-926-4580'),
('2141', '24405', 'Nelson', 'AJ Bayless', '5/11/20 00:09', 'AliceRNelson@superrito.com', 'Pharma', 'NetOpenings.com', '1004', 'Sales Mail Alias', 'Contacted', '310-607-9820'),
('2143', '24407', 'Shumpert', 'Laughner\'s Cafeteria', '5/11/20 00:09', 'AmandaCShumpert@cuvox.de', 'IT Services', 'AnonymousLoan.com', '1001', 'Advertisement', 'Attempted to Contact', '781-865-2395'),
('2144', '24408', 'Kinser', 'Team Designers and Associates', '5/11/20 00:09', 'RobertaKKinser@fleckens.hu', 'Manufacturing', 'QualityLasers.com', '1007', 'Web Research', 'Pre Qualified', '503-382-4014'),
('2145', '24409', 'Poirier', 'Intelacard', '3/11/20 00:09', 'CamiJPoirier@cuvox.de', 'Technology', 'PokerIdiot.com', '1004', 'Sales Mail Alias', 'Contact in Future', '972-991-0119'),
('2148', '24412', 'Carter', 'Hoyden', '3/11/20 00:09', 'GregorySCarter@fleckens.hu', 'IT Services', 'SemiYearly.com', '1004', 'External Referral', 'Not Contacted', '218-679-9980'),
